1,-46,-54,-40,-57,-40
1,-54,-40,-57,-40,-45
1,-40,-57,-40,-45,-42
1,-57,-40,-45,-42,-57
1,-40,-45,-42,-57,-45
1,-45,-42,-57,-45,-56
1,-42,-57,-45,-56,-47
1,-57,-45,-56,-47,-50
1,-45,-56,-47,-50,-51
1,-56,-47,-50,-51,-45
1,-47,-50,-51,-45,-45
1,-50,-51,-45,-45,-42
1,-51,-45,-45,-42,-42
1,-45,-45,-42,-42,-49
1,-45,-42,-42,-49,-41
1,-42,-42,-49,-41,-39
1,-42,-49,-41,-39,-42
1,-49,-41,-39,-42,-39
1,-41,-39,-42,-39,-42
1,-39,-42,-39,-42,-38
1,-42,-39,-42,-38,-39
1,-39,-42,-38,-39,-43
1,-42,-38,-39,-43,-39
1,-38,-39,-43,-39,-38
1,-39,-43,-39,-38,-48
1,-43,-39,-38,-48,-44
1,-39,-38,-48,-44,-42
1,-38,-48,-44,-42,-44
1,-48,-44,-42,-44,-38
1,-44,-42,-44,-38,-39
1,-42,-44,-38,-39,-41
1,-44,-38,-39,-41,-45
1,-38,-39,-41,-45,-41
1,-39,-41,-45,-41,-40
1,-41,-45,-41,-40,-41
1,-45,-41,-40,-41,-42
1,-41,-40,-41,-42,-39
1,-40,-41,-42,-39,-47
1,-41,-42,-39,-47,-37
1,-42,-39,-47,-37,-38
1,-39,-47,-37,-38,-59
1,-47,-37,-38,-59,-40
1,-37,-38,-59,-40,-42
1,-38,-59,-40,-42,-49
1,-59,-40,-42,-49,-40
1,-40,-42,-49,-40,-48
1,-42,-49,-40,-48,-40
1,-49,-40,-48,-40,-47
1,-40,-48,-40,-47,-38
1,-48,-40,-47,-38,-40
1,-40,-47,-38,-40,-35
1,-47,-38,-40,-35,-38
1,-38,-40,-35,-38,-36
1,-40,-35,-38,-36,-39
1,-35,-38,-36,-39,-36
1,-38,-36,-39,-36,-46
1,-36,-39,-36,-46,-36
1,-39,-36,-46,-36,-39
1,-36,-46,-36,-39,-46
1,-46,-36,-39,-46,-38
1,-36,-39,-46,-38,-42
1,-39,-46,-38,-42,-38
1,-46,-38,-42,-38,-41
1,-38,-42,-38,-41,-35
1,-42,-38,-41,-35,-43
1,-38,-41,-35,-43,-39
1,-41,-35,-43,-39,-38
1,-35,-43,-39,-38,-40
1,-43,-39,-38,-40,-38
1,-39,-38,-40,-38,-37
1,-38,-40,-38,-37,-43
1,-40,-38,-37,-43,-32
1,-38,-37,-43,-32,-42
1,-37,-43,-32,-42,-36
1,-43,-32,-42,-36,-38
1,-32,-42,-36,-38,-37
1,-42,-36,-38,-37,-40
1,-36,-38,-37,-40,-38
1,-38,-37,-40,-38,-32
1,-37,-40,-38,-32,-42
1,-40,-38,-32,-42,-40
1,-38,-32,-42,-40,-42
1,-32,-42,-40,-42,-42
1,-42,-40,-42,-42,-40
1,-40,-42,-42,-40,-40
1,-42,-42,-40,-40,-40
1,-42,-40,-40,-40,-39
1,-40,-40,-40,-39,-41
1,-40,-40,-39,-41,-42
1,-40,-39,-41,-42,-45
1,-39,-41,-42,-45,-37
1,-41,-42,-45,-37,-39
1,-42,-45,-37,-39,-42
1,-45,-37,-39,-42,-39
1,-37,-39,-42,-39,-41
1,-39,-42,-39,-41,-40
1,-42,-39,-41,-40,-43
1,-39,-41,-40,-43,-36
1,-41,-40,-43,-36,-34
1,-40,-43,-36,-34,-36
1,-43,-36,-34,-36,-38
1,-36,-34,-36,-38,-49
1,-34,-36,-38,-49,-47
1,-36,-38,-49,-47,-37
1,-38,-49,-47,-37,-41
1,-49,-47,-37,-41,-45
1,-47,-37,-41,-45,-42
1,-37,-41,-45,-42,-48
1,-41,-45,-42,-48,-37
1,-45,-42,-48,-37,-37
1,-42,-48,-37,-37,-36
1,-48,-37,-37,-36,-37
1,-37,-37,-36,-37,-37
1,-37,-36,-37,-37,-35
1,-36,-37,-37,-35,-40
1,-37,-37,-35,-40,-48
1,-37,-35,-40,-48,-37
1,-35,-40,-48,-37,-49
1,-40,-48,-37,-49,-43
1,-48,-37,-49,-43,-43
1,-37,-49,-43,-43,-54
1,-49,-43,-43,-54,-46
1,-43,-43,-54,-46,-38
1,-43,-54,-46,-38,-38
1,-54,-46,-38,-38,-37
1,-46,-38,-38,-37,-52
1,-38,-38,-37,-52,-37
1,-38,-37,-52,-37,-40
1,-37,-52,-37,-40,-51
1,-52,-37,-40,-51,-35
1,-37,-40,-51,-35,-39
1,-40,-51,-35,-39,-40
1,-51,-35,-39,-40,-43
1,-35,-39,-40,-43,-35
1,-39,-40,-43,-35,-40
1,-40,-43,-35,-40,-42
1,-43,-35,-40,-42,-40
1,-35,-40,-42,-40,-47
1,-40,-42,-40,-47,-35
1,-42,-40,-47,-35,-42
1,-40,-47,-35,-42,-42
1,-47,-35,-42,-42,-38
1,-35,-42,-42,-38,-41
1,-42,-42,-38,-41,-44
1,-42,-38,-41,-44,-36
1,-38,-41,-44,-36,-47
1,-41,-44,-36,-47,-46
1,-44,-36,-47,-46,-40
1,-36,-47,-46,-40,-41
1,-47,-46,-40,-41,-44
1,-46,-40,-41,-44,-40
1,-40,-41,-44,-40,-37
1,-41,-44,-40,-37,-37
1,-44,-40,-37,-37,-38
1,-40,-37,-37,-38,-41
1,-37,-37,-38,-41,-45
1,-37,-38,-41,-45,-46
1,-38,-41,-45,-46,-36
1,-41,-45,-46,-36,-36
1,-45,-46,-36,-36,-38
1,-46,-36,-36,-38,-48
1,-36,-36,-38,-48,-38
1,-36,-38,-48,-38,-40
1,-38,-48,-38,-40,-45
1,-48,-38,-40,-45,-40
1,-38,-40,-45,-40,-39
1,-40,-45,-40,-39,-45
1,-45,-40,-39,-45,-48
1,-40,-39,-45,-48,-42
1,-39,-45,-48,-42,-53
1,-45,-48,-42,-53,-41
1,-48,-42,-53,-41,-47
1,-42,-53,-41,-47,-48
1,-53,-41,-47,-48,-45
1,-41,-47,-48,-45,-52
1,-47,-48,-45,-52,-43
1,-48,-45,-52,-43,-43
1,-45,-52,-43,-43,-37
1,-52,-43,-43,-37,-38
1,-43,-43,-37,-38,-36
1,-43,-37,-38,-36,-38
1,-37,-38,-36,-38,-45
1,-38,-36,-38,-45,-37
1,-36,-38,-45,-37,-48
1,-38,-45,-37,-48,-41
1,-45,-37,-48,-41,-46
1,-37,-48,-41,-46,-49
1,-48,-41,-46,-49,-50
1,-41,-46,-49,-50,-48
1,-46,-49,-50,-48,-45
1,-49,-50,-48,-45,-49
1,-50,-48,-45,-49,-48
1,-48,-45,-49,-48,-57
1,-45,-49,-48,-57,-48
1,-49,-48,-57,-48,-52
1,-48,-57,-48,-52,-49
1,-57,-48,-52,-49,-45
1,-48,-52,-49,-45,-39
1,-52,-49,-45,-39,-41
1,-49,-45,-39,-41,-50
1,-45,-39,-41,-50,-43
1,-39,-41,-50,-43,-47
1,-41,-50,-43,-47,-54
1,-50,-43,-47,-54,-47
1,-43,-47,-54,-47,-52
1,-47,-54,-47,-52,-48
1,-54,-47,-52,-48,-46
1,-47,-52,-48,-46,-47
1,-52,-48,-46,-47,-50
1,-48,-46,-47,-50,-46
1,-46,-47,-50,-46,-43
1,-47,-50,-46,-43,-45
1,-50,-46,-43,-45,-43
1,-46,-43,-45,-43,-51
1,-43,-45,-43,-51,-44
1,-45,-43,-51,-44,-43
1,-43,-51,-44,-43,-51
1,-51,-44,-43,-51,-45
1,-44,-43,-51,-45,-52
1,-43,-51,-45,-52,-53
1,-51,-45,-52,-53,-43
1,-45,-52,-53,-43,-55
1,-52,-53,-43,-55,-42
1,-53,-43,-55,-42,-51
1,-43,-55,-42,-51,-49
1,-55,-42,-51,-49,-41
1,-42,-51,-49,-41,-47
1,-51,-49,-41,-47,-42
1,-49,-41,-47,-42,-46
1,-41,-47,-42,-46,-46
1,-47,-42,-46,-46,-43
1,-42,-46,-46,-43,-56
1,-46,-46,-43,-56,-50
1,-46,-43,-56,-50,-62
1,-43,-56,-50,-62,-48
1,-56,-50,-62,-48,-46
1,-50,-62,-48,-46,-54
1,-62,-48,-46,-54,-65
1,-48,-46,-54,-65,-51
1,-46,-54,-65,-51,-55
1,-54,-65,-51,-55,-48
1,-65,-51,-55,-48,-46
1,-51,-55,-48,-46,-47
1,-55,-48,-46,-47,-40
1,-48,-46,-47,-40,-43
1,-46,-47,-40,-43,-53
1,-47,-40,-43,-53,-41
1,-40,-43,-53,-41,-49
1,-43,-53,-41,-49,-50
1,-53,-41,-49,-50,-46
1,-41,-49,-50,-46,-47
1,-49,-50,-46,-47,-44
1,-50,-46,-47,-44,-40
1,-46,-47,-44,-40,-42
1,-47,-44,-40,-42,-45
1,-44,-40,-42,-45,-50
1,-40,-42,-45,-50,-49
1,-42,-45,-50,-49,-56
1,-45,-50,-49,-56,-49
1,-50,-49,-56,-49,-48
1,-49,-56,-49,-48,-49
1,-56,-49,-48,-49,-49
1,-49,-48,-49,-49,-45
1,-48,-49,-49,-45,-49
1,-49,-49,-45,-49,-62
1,-49,-45,-49,-62,-47
1,-45,-49,-62,-47,-41
1,-49,-62,-47,-41,-64
1,-62,-47,-41,-64,-43
1,-47,-41,-64,-43,-40
1,-41,-64,-43,-40,-47
1,-64,-43,-40,-47,-47
1,-43,-40,-47,-47,-46
1,-40,-47,-47,-46,-44
1,-47,-47,-46,-44,-42
1,-47,-46,-44,-42,-48
1,-46,-44,-42,-48,-51
1,-44,-42,-48,-51,-46
1,-42,-48,-51,-46,-40
1,-48,-51,-46,-40,-46
1,-51,-46,-40,-46,-52
1,-46,-40,-46,-52,-38
1,-40,-46,-52,-38,-46
1,-46,-52,-38,-46,-40
1,-52,-38,-46,-40,-39
1,-38,-46,-40,-39,-44
1,-46,-40,-39,-44,-38
1,-40,-39,-44,-38,-33
1,-39,-44,-38,-33,-40
1,-44,-38,-33,-40,-36
1,-38,-33,-40,-36,-38
1,-33,-40,-36,-38,-37
1,-40,-36,-38,-37,-37
1,-36,-38,-37,-37,-37
1,-38,-37,-37,-37,-38
1,-37,-37,-37,-38,-35
1,-37,-37,-38,-35,-37
1,-37,-38,-35,-37,-37
1,-38,-35,-37,-37,-37
1,-35,-37,-37,-37,-37
1,-37,-37,-37,-37,-37
1,-37,-37,-37,-37,-33
1,-37,-37,-37,-33,-38
1,-37,-37,-33,-38,-33
1,-37,-33,-38,-33,-39
1,-33,-38,-33,-39,-33
1,-38,-33,-39,-33,-41
1,-33,-39,-33,-41,-33
1,-39,-33,-41,-33,-40
1,-33,-41,-33,-40,-40
1,-41,-33,-40,-40,-37
1,-33,-40,-40,-37,-41
1,-40,-40,-37,-41,-33
1,-40,-37,-41,-33,-40
1,-37,-41,-33,-40,-38
1,-41,-33,-40,-38,-39
1,-33,-40,-38,-39,-40
1,-40,-38,-39,-40,-37
1,-38,-39,-40,-37,-41
1,-39,-40,-37,-41,-41
1,-40,-37,-41,-41,-40
1,-37,-41,-41,-40,-41
1,-41,-41,-40,-41,-41
1,-41,-40,-41,-41,-40
1,-40,-41,-41,-40,-41
1,-41,-41,-40,-41,-44
1,-41,-40,-41,-44,-41
1,-40,-41,-44,-41,-39
1,-41,-44,-41,-39,-42
1,-44,-41,-39,-42,-39
1,-41,-39,-42,-39,-47
1,-39,-42,-39,-47,-40
1,-42,-39,-47,-40,-39
1,-39,-47,-40,-39,-43
1,-47,-40,-39,-43,-42
1,-40,-39,-43,-42,-34
1,-39,-43,-42,-34,-46
1,-43,-42,-34,-46,-39
1,-42,-34,-46,-39,-46
1,-34,-46,-39,-46,-39
1,-46,-39,-46,-39,-46
1,-39,-46,-39,-46,-40
1,-46,-39,-46,-40,-45
1,-39,-46,-40,-45,-40
1,-46,-40,-45,-40,-42
1,-40,-45,-40,-42,-40
1,-45,-40,-42,-40,-40
1,-40,-42,-40,-40,-39
1,-42,-40,-40,-39,-40
1,-40,-40,-39,-40,-43
1,-40,-39,-40,-43,-39
1,-39,-40,-43,-39,-38
1,-40,-43,-39,-38,-43
1,-43,-39,-38,-43,-38
1,-39,-38,-43,-38,-39
1,-38,-43,-38,-39,-34
1,-43,-38,-39,-34,-40
1,-38,-39,-34,-40,-38
1,-39,-34,-40,-38,-36
1,-34,-40,-38,-36,-37
1,-40,-38,-36,-37,-36
1,-38,-36,-37,-36,-37
1,-36,-37,-36,-37,-35
1,-37,-36,-37,-35,-36
1,-36,-37,-35,-36,-37
1,-37,-35,-36,-37,-35
1,-35,-36,-37,-35,-37
1,-36,-37,-35,-37,-36
1,-37,-35,-37,-36,-35
1,-35,-37,-36,-35,-42
1,-37,-36,-35,-42,-32
1,-36,-35,-42,-32,-42
1,-35,-42,-32,-42,-40
1,-42,-32,-42,-40,-36
1,-32,-42,-40,-36,-43
1,-42,-40,-36,-43,-38
1,-40,-36,-43,-38,-36
1,-36,-43,-38,-36,-36
1,-43,-38,-36,-36,-38
1,-38,-36,-36,-38,-43
1,-36,-36,-38,-43,-37
1,-36,-38,-43,-37,-37
1,-38,-43,-37,-37,-42
1,-43,-37,-37,-42,-35
1,-37,-37,-42,-35,-37
1,-37,-42,-35,-37,-46
1,-42,-35,-37,-46,-36
1,-35,-37,-46,-36,-37
1,-37,-46,-36,-37,-46
1,-46,-36,-37,-46,-36
1,-36,-37,-46,-36,-45
1,-37,-46,-36,-45,-35
1,-46,-36,-45,-35,-46
1,-36,-45,-35,-46,-38
1,-45,-35,-46,-38,-47
1,-35,-46,-38,-47,-37
1,-46,-38,-47,-37,-39
1,-38,-47,-37,-39,-38
1,-47,-37,-39,-38,-39
1,-37,-39,-38,-39,-44
1,-39,-38,-39,-44,-38
1,-38,-39,-44,-38,-38
1,-39,-44,-38,-38,-40
1,-44,-38,-38,-40,-42
1,-38,-38,-40,-42,-39
1,-38,-40,-42,-39,-37
1,-40,-42,-39,-37,-42
1,-42,-39,-37,-42,-38
1,-39,-37,-42,-38,-38
1,-37,-42,-38,-38,-41
1,-42,-38,-38,-41,-39
1,-38,-38,-41,-39,-38
1,-38,-41,-39,-38,-38
1,-41,-39,-38,-38,-46
1,-39,-38,-38,-46,-39
1,-38,-38,-46,-39,-38
1,-38,-46,-39,-38,-43
1,-46,-39,-38,-43,-38
1,-39,-38,-43,-38,-34
1,-38,-43,-38,-34,-42
1,-43,-38,-34,-42,-38
1,-38,-34,-42,-38,-37
1,-34,-42,-38,-37,-37
1,-42,-38,-37,-37,-43
1,-38,-37,-37,-43,-37
1,-37,-37,-43,-37,-33
1,-37,-43,-37,-33,-40
1,-43,-37,-33,-40,-37
1,-37,-33,-40,-37,-38
1,-33,-40,-37,-38,-37
1,-40,-37,-38,-37,-39
1,-37,-38,-37,-39,-37
1,-38,-37,-39,-37,-39
1,-37,-39,-37,-39,-38
1,-39,-37,-39,-38,-37
1,-37,-39,-38,-37,-39
1,-39,-38,-37,-39,-33
1,-38,-37,-39,-33,-39
1,-37,-39,-33,-39,-38
1,-39,-33,-39,-38,-37
1,-33,-39,-38,-37,-39
1,-39,-38,-37,-39,-37
1,-38,-37,-39,-37,-40
1,-37,-39,-37,-40,-30
1,-39,-37,-40,-30,-38
1,-37,-40,-30,-38,-37
1,-40,-30,-38,-37,-33
1,-30,-38,-37,-33,-38
1,-38,-37,-33,-38,-49
1,-37,-33,-38,-49,-33
1,-33,-38,-49,-33,-38
1,-38,-49,-33,-38,-37
1,-49,-33,-38,-37,-37
1,-33,-38,-37,-37,-38
1,-38,-37,-37,-38,-38
1,-37,-37,-38,-38,-36
1,-37,-38,-38,-36,-39
1,-38,-38,-36,-39,-37
1,-38,-36,-39,-37,-39
1,-36,-39,-37,-39,-37
1,-39,-37,-39,-37,-37
1,-37,-39,-37,-37,-37
1,-39,-37,-37,-37,-41
1,-37,-37,-37,-41,-37
1,-37,-37,-41,-37,-37
1,-37,-41,-37,-37,-41
1,-41,-37,-37,-41,-38
1,-37,-37,-41,-38,-41
1,-37,-41,-38,-41,-35
1,-41,-38,-41,-35,-35
1,-38,-41,-35,-35,-40
1,-41,-35,-35,-40,-36
1,-35,-35,-40,-36,-44
1,-35,-40,-36,-44,-36
1,-40,-36,-44,-36,-35
1,-36,-44,-36,-35,-43
1,-44,-36,-35,-43,-36
1,-36,-35,-43,-36,-35
1,-35,-43,-36,-35,-36
1,-43,-36,-35,-36,-41
1,-36,-35,-36,-41,-28
1,-35,-36,-41,-28,-43
1,-36,-41,-28,-43,-35
1,-41,-28,-43,-35,-35
1,-28,-43,-35,-35,-44
1,-43,-35,-35,-44,-35
1,-35,-35,-44,-35,-35
1,-35,-44,-35,-35,-44
1,-44,-35,-35,-44,-35
1,-35,-35,-44,-35,-35
1,-35,-44,-35,-35,-42
1,-44,-35,-35,-42,-36
1,-35,-35,-42,-36,-42
1,-35,-42,-36,-42,-35
1,-42,-36,-42,-35,-35
1,-36,-42,-35,-35,-37
1,-42,-35,-35,-37,-43
1,-35,-35,-37,-43,-37
1,-35,-37,-43,-37,-46
1,-37,-43,-37,-46,-37
1,-43,-37,-46,-37,-37
1,-37,-46,-37,-37,-37
1,-46,-37,-37,-37,-29
1,-37,-37,-37,-29,-48
1,-37,-37,-29,-48,-35
1,-37,-29,-48,-35,-50
1,-29,-48,-35,-50,-35
1,-48,-35,-50,-35,-39
1,-35,-50,-35,-39,-30
1,-50,-35,-39,-30,-35
1,-35,-39,-30,-35,-39
1,-39,-30,-35,-39,-31
1,-30,-35,-39,-31,-45
1,-35,-39,-31,-45,-35
1,-39,-31,-45,-35,-35
1,-31,-45,-35,-35,-44
1,-45,-35,-35,-44,-33
1,-35,-35,-44,-33,-43
1,-35,-44,-33,-43,-43
1,-44,-33,-43,-43,-35
1,-33,-43,-43,-35,-30
1,-43,-43,-35,-30,-42
1,-43,-35,-30,-42,-35
1,-35,-30,-42,-35,-43
1,-30,-42,-35,-43,-35
1,-42,-35,-43,-35,-43
1,-35,-43,-35,-43,-28
1,-43,-35,-43,-28,-43
1,-35,-43,-28,-43,-35
1,-43,-28,-43,-35,-44
1,-28,-43,-35,-44,-28
1,-43,-35,-44,-28,-43
1,-35,-44,-28,-43,-35
1,-44,-28,-43,-35,-31
1,-28,-43,-35,-31,-35
1,-43,-35,-31,-35,-37
1,-35,-31,-35,-37,-37
1,-31,-35,-37,-37,-44
1,-35,-37,-37,-44,-35
1,-37,-37,-44,-35,-45
1,-37,-44,-35,-45,-35
1,-44,-35,-45,-35,-30
1,-35,-45,-35,-30,-46
1,-45,-35,-30,-46,-35
1,-35,-30,-46,-35,-29
1,-30,-46,-35,-29,-45
1,-46,-35,-29,-45,-35
1,-35,-29,-45,-35,-39
1,-29,-45,-35,-39,-35
1,-45,-35,-39,-35,-36
1,-35,-39,-35,-36,-35
1,-39,-35,-36,-35,-39
1,-35,-36,-35,-39,-46
1,-36,-35,-39,-46,-35
1,-35,-39,-46,-35,-47
1,-39,-46,-35,-47,-35
1,-46,-35,-47,-35,-35
1,-35,-47,-35,-35,-35
1,-47,-35,-35,-35,-35
1,-35,-35,-35,-35,-47
1,-35,-35,-35,-47,-35
1,-35,-35,-47,-35,-35
1,-35,-47,-35,-35,-37
1,-47,-35,-35,-37,-35
1,-35,-35,-37,-35,-35
1,-35,-37,-35,-35,-44
1,-37,-35,-35,-44,-35
1,-35,-35,-44,-35,-28
1,-35,-44,-35,-28,-42
1,-44,-35,-28,-42,-41
1,-35,-28,-42,-41,-35
1,-28,-42,-41,-35,-36
1,-42,-41,-35,-36,-40
1,-41,-35,-36,-40,-36
1,-35,-36,-40,-36,-41
1,-36,-40,-36,-41,-35
1,-40,-36,-41,-35,-42
1,-36,-41,-35,-42,-36
1,-41,-35,-42,-36,-35
1,-35,-42,-36,-35,-38
1,-42,-36,-35,-38,-42
1,-36,-35,-38,-42,-35
1,-35,-38,-42,-35,-42
1,-38,-42,-35,-42,-36
1,-42,-35,-42,-36,-36
1,-35,-42,-36,-36,-42
1,-42,-36,-36,-42,-37
1,-36,-36,-42,-37,-37
1,-36,-42,-37,-37,-41
1,-42,-37,-37,-41,-38
1,-37,-37,-41,-38,-36
1,-37,-41,-38,-36,-36
1,-41,-38,-36,-36,-36
1,-38,-36,-36,-36,-34
1,-36,-36,-36,-34,-38
1,-36,-36,-34,-38,-38
1,-36,-34,-38,-38,-37
1,-34,-38,-38,-37,-34
1,-38,-38,-37,-34,-40
1,-38,-37,-34,-40,-38
1,-37,-34,-40,-38,-44
1,-34,-40,-38,-44,-42
1,-40,-38,-44,-42,-39
1,-38,-44,-42,-39,-42
1,-44,-42,-39,-42,-41
1,-42,-39,-42,-41,-38
1,-39,-42,-41,-38,-43
1,-42,-41,-38,-43,-44
1,-41,-38,-43,-44,-39
1,-38,-43,-44,-39,-44
1,-43,-44,-39,-44,-46
1,-44,-39,-44,-46,-47
1,-39,-44,-46,-47,-40
1,-44,-46,-47,-40,-46
1,-46,-47,-40,-46,-46
1,-47,-40,-46,-46,-41
1,-40,-46,-46,-41,-40
1,-46,-46,-41,-40,-46
1,-46,-41,-40,-46,-53
1,-41,-40,-46,-53,-48
1,-40,-46,-53,-48,-38
1,-46,-53,-48,-38,-47
1,-53,-48,-38,-47,-38
1,-48,-38,-47,-38,-46
1,-38,-47,-38,-46,-38
1,-47,-38,-46,-38,-47
1,-38,-46,-38,-47,-49
1,-46,-38,-47,-49,-39
1,-38,-47,-49,-39,-47
1,-47,-49,-39,-47,-39
1,-49,-39,-47,-39,-44
1,-39,-47,-39,-44,-39
1,-47,-39,-44,-39,-47
1,-39,-44,-39,-47,-48
1,-44,-39,-47,-48,-40
1,-39,-47,-48,-40,-49
1,-47,-48,-40,-49,-48
1,-48,-40,-49,-48,-42
1,-40,-49,-48,-42,-44
1,-49,-48,-42,-44,-50
1,-48,-42,-44,-50,-42
1,-42,-44,-50,-42,-52
1,-44,-50,-42,-52,-42
1,-50,-42,-52,-42,-43
